Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Cuba,1974,3719865683,9843678613,3613148461,2953196093,11405820587,2899363390,6230530152,5038172767
Cuba,1975,4251688748,11232746262,4125061987,3381216638,13027259032,3310566911,7107684277,5756769199
Cuba,1976,4499178834,11887902251,4366625624,3583473594,13789414532,3509167693,7521276627,6093741632
Cuba,1977,4635275296,12256356723,4500022245,3682534351,14205988302,3614126124,7756334478,6276873890
Cuba,1978,5819654932,15409233879,5654377096,4608291432,17844491331,4533896540,9754856783,7878371040
Cuba,1979,6376992464,16931684130,6207273214,5047014786,19584208368,4972547285,10724410916,8645103426
Cuba,1980,6521878407,17090963344,6292107972,5230967022,19912651019,5052936954,10798855372,8817591789
Cuba,1981,6565341323,17356694567,6382472312,5268850741,20150012489,5163756323,10974222255,8905857118
Cuba,1982,6838154495,18146399487,6648282485,5363779454,20953258998,5322928871,11498117002,9251072545
Cuba,1983,7224303862,19260429400,7047360042,5626045402,22205449736,5605235434,12213069359,9765385022
Cuba,1984,7765973285,20906886807,7629283094,6130303702,24039095369,6082965508,13277603713,10603315983
Cuba,1985,7725611212,18955625855,7131886012,6592875959,22921216920,5799087276,11823739843,10308118284
Cuba,1986,7687326844,21240373396,7765875017,6187543546,24225993413,6512393530,13474498378,10606108549
Cuba,1987,8295199440,22424259641,8068449487,5761763756,25213311971,6124340559,14355810155,11072956109
Cuba,1988,8794227413,23999827358,8725513470,6596683186,27458670256,6709952697,15274313888,11837314790
Cuba,1989,8422023964,23818413556,8576753780,7114760800,27024876291,6922086343,15241659776,12097594895
Cuba,1990,8662002703,24320507559,8880433787,7104696985,28645093044,7022603061,15440073771,11708810098
Cuba,1991,5333134790,22543771684,8100426203,3403364346,24317592011,5501357372,14443345481,7067892755
Cuba,1992,3736499618,21169546377,7685488943,1445493091,22085593357,3447252820,13484057434,4025894596
Cuba,1993,2951147145,21768340593,7913982059,1430230580,22366986630,3060207412,13854358534,3516452746
Cuba,1994,3766431920,27089474051,7756615205,1491280622,28447985651,2331015050,19332858846,4135251223
Cuba,1995,4077831269,28877277410,7422573996,2134313733,30428143931,2359405652,21454703414,4840176163
Cuba,1996,3831000000,21542800000,6642900000,3977000000,25017000000,2919000000,14899900000,4330900000
Cuba,1997,3785600000,22309900000,6805900000,3793000000,25364500000,2979000000,15504000000,4523000000
Cuba,1998,3668100000,23411000000,7122000000,3398000000,25736700000,3122000000,16289000000,4697400000
Cuba,1999,4123500000,25843900000,8204400000,3363000000,28364900000,3291000000,17639500000,4916000000
Cuba,2000,4318900000,27668600000,9046200000,3822200000,30565800000,3630200000,18622400000,5179600000
Cuba,2001,4193400000,29047200000,9785800000,3632300000,31682300000,3417300000,19261400000,5109300000
Cuba,2002,3872000000,31163100000,11455900000,3089100000,33590500000,3074100000,19707200000,4434700000
Cuba,2003,4649900000,33226600000,12110600000,3052900000,35901100000,2944900000,21116000000,4895200000
Cuba,2004,6120800000,34708700000,13554300000,3362500000,38203400000,3237500000,21154400000,5841100000
Cuba,2005,8962900000,37065300000,14349000000,4594500000,42643600000,3821500000,22716300000,7822600000
Cuba,2006,9869700000,46597800000,17001100000,6186000000,52742700000,5486000000,29596700000,9744000000
Cuba,2007,11917900000,51050500000,20751500000,5968000000,58603800000,5678000000,30299000000,10332600000
Cuba,2008,12506400000,54079500000,24250000000,9026500000,60806300000,6583500000,29829500000,14806100000
Cuba,2009,10839000000,54045000000,24187000000,6790000000,62080000000,5386000000,29858000000,9594000000
Cuba,2010,14519000000,54729000000,22360000000,6480000000,64328000000,5562000000,32369000000,11400000000
Cuba,2011,17449874055,61366246851,24621662469,5888161209,69511335013,5360201511,36744584383,15192947103
Cuba,2012,18659000000,63098000000,23343000000,6272000000,73141000000,5676500000,39755000000,14888000000
Cuba,2013,18592900000,66910000000,25032000000,7247000000,77148000000,6360000000,41878000000,15601800000
Cuba,2014,17812000000,70570000000,26138000000,6139000000,80656000000,5891000000,44432000000,13865000000
Cuba,2015,14953461218,76679899917,28085404504,8187823186,87205671393,7537281068,48594495413,12615512927
Cuba,2016,13690000000,80172000000,29143000000,8735000000,91370000000,8051000000,51029000000,11226000000
Cuba,2017,14083000000,84088000000,29867000000,9988000000,96851000000,9564000000,54221000000,11309000000
Cuba,2018,14505000000,86047000000,30060000000,12040000000,1.00E+11,11453000000,55987000000,12569000000
Curaçao,2005,1394972067,1876902823,376870508.4,840974270.4,2344637262,583712511.7,1500032315,1768212291
Curaçao,2006,1557877095,2017865359,391942880.4,876531993.9,2457581712,610186727.4,1625922479,1994692737
Curaçao,2007,1578435754,2166018213,432322907.8,1059209934,2593831498,680161555.3,1733695305,2209832402
Curaçao,2008,1968324022,2294639692,453729874.9,1326713553,2833476151,788319767.6,1840909817,2756201117
Curaçao,2009,1741117318,2430976564,472062214,1107676098,2869153199,776520822.3,1958914350,2410614525
Curaçao,2010,1648547486,2532848389,478211472.6,1387041865,2951342770,857934979.9,2054636917,2617094972
Curaçao,2011,2158100559,2486376933,450871236.3,1320820204,3038699626,789364968.2,2035505697,2926592179
Curaçao,2012,2369776536,2569028337,459570010.6,1321843193,3131096109,852695628.5,2109458327,3129553073
Curaçao,2013,2170670391,2507247883,449641326.8,1264669979,3147616183,718099113.4,2057606556,2794972067
Curaçao,2014,2281675978,2370378831,493663607.8,1201379156,3158406032,808816983.2,1876715223,2695027933
Curaçao,2015,1970715084,2402178678,453630733.5,1221691284,3151910755,768237597.2,1948547944,2442674637
Curaçao,2016,1790722346,2418851759,464762016.2,1225395298,3122287955,763860829.6,1954089742,2312681564
Curaçao,2017,1768603352,2516029193,494193993.9,1276471264,3116629110,819241891.1,2021835199,2444474860
Curaçao,2018,1923854190,2675894140,515024008.9,1358027636,3127908038,857366108.9,2160870131,2829868156
Cyprus,1970,330752000,516128565,45401191.51,201473020.9,616073732,193448542.9,470727373.5,392466345.1
Cyprus,1971,386702123.3,594554057.8,54373304.61,228822298.6,721234556,215390313.4,540180754.6,439580720.7
Cyprus,1972,482259078.7,720253327.7,67584482.6,277534931.2,877439595,264941089.6,652668843.6,541627184.2
Cyprus,1973,603319951.1,870329580.7,89594016.58,433266850.4,1067917209,407504520.8,780735564.1,764772016.7
Cyprus,1974,509424580,862713351.4,103502964.4,334019914.4,946160269.6,331734212.4,759210387,735524054.5
Cyprus,1975,396621337.9,753586933.4,106593754.4,238686749.1,789183202,207014877.3,646993179,600235426
Cyprus,1976,649171505.5,772694909.4,114355955.1,293415806.1,912338783.5,252721896.6,658338952.9,774149224.4
Cyprus,1977,795251956.3,964440866.8,124995345.9,491094748.1,1162791345,450530956.7,839445522.4,1067621696
Cyprus,1978,920911642.7,1230965007,152808769.7,685290332.2,1521276896,673225417.8,1078156237,1296749473
Cyprus,1979,1273723173,1492475724,195972445.4,934399992.5,1992982638,913867458.9,1296503279,1721969663
Cyprus,1980,1563668911,1794185106,253659044.6,1105778257,2415750838,1086753901,1540526061,2064094492
Cyprus,1981,1675800160,1718681751,262030628.1,954393146.5,2331450490,966098974.9,1456651121,2000373947
Cyprus,1982,1761324694,1802425592,276016119.1,928622420.9,2418151587,945850096.7,1526409474,2104857910
Cyprus,1983,1745575202,1839402952,282702404.5,882593875.6,2420915904,885459609.1,1556700547,2098546739
Cyprus,1984,1993212349,1827703949,277765163.4,1036913860,2549455365,1034565226,1549938785,2317944813
Cyprus,1985,1892051575,1949154321,294802374.6,996892180.2,2711449628,970863135,1654351947,2163478345
Cyprus,1986,2232461506,2409058033,384288483.8,1087594192,3464825994,1093648270,2024769548,2285485618
Cyprus,1987,2807211075,2893297032,532337617.1,1282832941,4151750014,1281847171,2360959414,2826971886
Cyprus,1988,3297888886,3396402629,617146375.7,1594694426,4789093144,1552133720,2779256255,3478069612
Cyprus,1989,3767074865,3542297258,631594378.7,1914035007,5116228424,1853921793,2910702880,4151977971
Cyprus,1990,4611869246,4422560032,837777326.9,2048948138,6258466317,2025986252,3584782706,4831576407
Cyprus,1991,4355377038,4967799606,919941808.7,2020939698,6460308316,2065971153,4047857798,4996558614
Cyprus,1992,5476675133,5760808955,1138042397,2689835856,7742005288,2612630678,4622766558,6362080542
Cyprus,1993,4996196897,5131889210,962033276.1,2153401930,7384980173,2198979950,4169855934,4772850095
Cyprus,1994,5655411761,5652884602,1070063226,2565770271,8315502848,2248659749,4582821376,5420588254
Cyprus,1995,6631645376,7377694161,1233237918,2641248145,9933043850,2510589349,6144456244,6717414466
Cyprus,1996,7031402315,7628836805,1316991619,2429650602,10015185958,2418982129,6311845186,7074829276
Cyprus,1997,6597834075,7372053436,1410404909,2297032995,9536405414,2360924884,5961648527,6730628981
Cyprus,1998,7034469594,8031578929,1644970444,1953868631,10239867546,2034116605,6386608485,6780049609
Cyprus,1999,7020730009,8120892308,1684738052,2091989978,10490240467,2270068375,6436154256,6743371829
Cyprus,2000,6970338217,7670418729,1503033835,2050309668,9962865042,2026707223,6167384894,6728107539
Cyprus,2001,7087007348,8056234529,1655785853,1859278057,10390206387,2000430297,6400448677,6612313548
Cyprus,2002,7103776953,8921053424,1890692103,2329173188,11383256502,2406614219,7030361322,6970651220
Cyprus,2003,8392335584,11449667159,2602407875,2858712476,14529168064,2969446017,8847259284,8171547155
Cyprus,2004,9845606012,13508247887,2868913345,3819639004,17306404388,3591449858,10639334541,9867088515
Cyprus,2005,10410871340,14596710293,3086977405,4196306704,18693510310,4043704560,11509732888,10510378026
Cyprus,2006,10903776937,15983712407,3448265095,5020632147,20405444751,5137708386,12535447312,11502676740
Cyprus,2007,12809757609,19331862898,3955209241,5864071207,24051825587,6177499254,15376653657,13953866126
Cyprus,2008,13945587618,23336590235,4748235062,8062990923,27845765614,7612117330,18588355173,17499403161
Cyprus,2009,12640388879,21396460481,4871337566,5934624446,25943838678,6107717659,16525122915,14027496208
Cyprus,2010,12951149431,21675265766,4760908593,6176188567,25707078696,5801111561,16914357173,15095525068
Cyprus,2011,14726659668,23372179345,5254705489,5210221210,27528818203,5275557495,18117473855,15780103006
Cyprus,2012,13816251323,21409272760,4699511847,4047315813,24978748334,3915488955,16709760913,14294220047
Cyprus,2013,14660645805,20426890319,4408762556,3088191787,23892691524,3389854444,16018127762,14283036388
Cyprus,2014,15268847931,19814901095,3882022926,3064489595,23096444329,2999479642,15932878169,15051926965
Cyprus,2015,13904370204,16668164616,3244574861,2584236501,19771222556,2599763436,13423589755,13385437858
Cyprus,2016,14770001283,16962172736,3193349363,3559043117,20876290552,3724523413,13768823373,14414926585
Cyprus,2017,16529494974,18214075544,3391189924,4509122416,22638471872,4762396936,14822885621,16614221062
Cyprus,2018,18239251927,19990135083,3719770515,4776370515,24962780237,4794439119,16270364568,18042977287
Czechia,1990,13388568961,29017549403,8934453932,9811016649,40476651695,9930442713,20083095472,12438121925
Czechia,1991,11456972511,20599562886,6446040506,6585150886,29674998911,6932815428,14153522379,9795745360
Czechia,1992,13895736839,25116921078,7190920528,8777626107,34699498824,9394110549,17926000549,13480473025
Czechia,1993,16296848686,28965997325,8563715674,10709204653,40614582389,11181421201,20402281651,15843327650
Czechia,1994,17724433961,33723258937,10165280532,14110726923,47554536921,13794638097,23557978406,18274153421
Czechia,1995,24148526789,41461467936,12170719148,20163208661,59774195574,19914722062,29290748788,25999007812
Czechia,1996,25667089295,46397526854,13164269553,23844206558,66986464624,22715781653,33233257301,28922358084
Czechia,1997,25002163620,44388747072,12567599328,19968915377,61792518554,19741490768,31821147744,27567307515
Czechia,1998,28064630047,46503430793,12839374868,20167579652,66490440763,20221852783,33664055925,28245199729
Czechia,1999,27841304049,46223363249,13131525850,18916840834,64867389371,19068623126,33091837399,28114118762
Czechia,2000,29708057973,43423024692,12249492099,19361338224,61644834309,18859193274,31173532593,30847586581
Czechia,2001,33105774425,47067715160,13387106732,21303404900,67524302078,20594038078,33680608427,33952592408
Czechia,2002,36961629958,58281348611,17436494657,24676193094,81910976321,23957284567,40844853954,38008195341
Czechia,2003,46732425822,71892410224,22177425644,28930802226,99627140274,28635931795,49714984579,47928497997
Czechia,2004,68328252220,83221237561,25003005866,34972908297,1.19E+11,33501181918,58218231695,67359993774
Czechia,2005,84741941431,93388533126,28182253930,39691299493,1.36E+11,38478146990,65206279197,81541178967
Czechia,2006,1.01E+11,1.04E+11,31471725669,46707623540,1.55E+11,43506068664,73024713532,97081317514
Czechia,2007,1.26E+11,1.24E+11,36752057292,60689525468,1.89E+11,55795732659,87159113681,1.21E+11
Czechia,2008,1.49E+11,1.57E+11,45741111003,73218627355,2.36E+11,68253441375,1.12E+11,1.44E+11
Czechia,2009,1.21E+11,1.44E+11,43293238210,54664848135,2.06E+11,55777894350,1.00E+11,1.13E+11
Czechia,2010,1.37E+11,1.45E+11,43214064116,56273585276,2.07E+11,55826319165,1.02E+11,1.31E+11
Czechia,2011,1.63E+11,1.58E+11,45951900391,61449260894,2.28E+11,60297356735,1.12E+11,1.54E+11
Czechia,2012,1.58E+11,1.43E+11,41071536202,54302847657,2.07E+11,53732243647,1.02E+11,1.48E+11
Czechia,2013,1.61E+11,1.46E+11,42206406724,51653391357,2.09E+11,52481266527,1.03E+11,1.49E+11
Czechia,2014,1.72E+11,1.41E+11,40908346381,53784174395,2.08E+11,52225701554,99899361677,1.58E+11
Czechia,2015,1.51E+11,1.23E+11,35901417755,52229767773,1.87E+11,49445845825,87491315616,1.40E+11
Czechia,2016,1.55E+11,1.29E+11,37589244371,50684051705,1.95E+11,48638300049,91762710593,1.40E+11
Czechia,2017,1.72E+11,1.44E+11,41428139571,55863209229,2.16E+11,53484778052,1.02E+11,1.56E+11
Czechia,2018,1.92E+11,1.65E+11,48970781450,64170195468,2.45E+11,62513309224,1.16E+11,1.77E+11
Democratic People's Republic of Korea,1970,265084861.5,5071149761,,,4927332597,,,408902026.1
Democratic People's Republic of Korea,1971,292653687.2,5598549337,,,5439775187,,,451427836.6
Democratic People's Republic of Korea,1972,323089670.8,6180798468,,,6005511807,,,498376331.5
Democratic People's Republic of Korea,1973,356690996.5,6823601508,,,6630085035,,,550207470
Democratic People's Republic of Korea,1974,393786859.9,7533256065,,,7319613878,,,607429047.1
Democratic People's Republic of Korea,1975,434740693.4,8316714696,,,8080853721,,,670601668.1
Democratic People's Republic of Korea,1976,452565061.9,8657699998,,,8412168724,,,698096336.2
Democratic People's Republic of Korea,1977,471120229.6,9012665698,,,8757067642,,,726718286
Democratic People's Republic of Korea,1978,490436158.8,9382184992,,,9116107415,,,756513735.8
Democratic People's Republic of Korea,1979,510544041.2,9766854577,,,9489867819,,,787530798.8
Democratic People's Republic of Korea,1980,531476347.1,10167295614,,,9878952400,,,819819561.9
Democratic People's Republic of Korea,1981,551140972,10543485552,,,10244473639,,,850152885.6
Democratic People's Republic of Korea,1982,692294500.3,13243793209,,,12868200913,,,1067886797
Democratic People's Republic of Korea,1983,691591380.4,13230342330,,,12855131499,,,1066802212
Democratic People's Republic of Korea,1984,659106960.7,12608906018,,,12251319042,,,1016693937
Democratic People's Republic of Korea,1985,649606997.3,12427168986,,,12074736049,,,1002039934
Democratic People's Republic of Korea,1986,745317749.3,14064866539,,,13653901719,,,1156282569
Democratic People's Republic of Korea,1987,867585111.6,15040914115,,,14391200030,,,1517299197
Democratic People's Republic of Korea,1988,1064326296,14997119865,,,14192727273,,,1868718889
Democratic People's Republic of Korea,1989,984535410.9,16483523573,,,15771363636,,,1696695347
Democratic People's Republic of Korea,1990,1099767347,15337493667,,,14702304147,,,1734956867
Democratic People's Republic of Korea,1991,1171501574,14165605768,,,13687441860,,,1649665482
Democratic People's Republic of Korea,1992,596312570.5,12870904988,,,12457619048,,,1009598510
Democratic People's Republic of Korea,1993,534583285.3,11069018610,,,10744075829,,,859526066.4
Democratic People's Republic of Korea,1994,399680046.2,8542181381,,,8307075472,,,634785955.7
Democratic People's Republic of Korea,1995,182664055.9,4942802375,,,4849295775,,,276170656.3
Democratic People's Republic of Korea,1996,419558182.8,10872395132,,,10587906977,,,704046337.7
Democratic People's Republic of Korea,1997,597788727,10584068112,,,10322790698,,,859066140.9
