Country or Area,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)"
Bangladesh,1982,5135156703,944341088.1,2455170765,2531923300,2836049379,14959513030,1495043388,2016999173
Bangladesh,1983,5188619207,803861025.4,2588860396,2682193150,2810202494,15246564755,1671476119,2090212760
Bangladesh,1984,6352351450,939724105.5,2894996666,3005203966,3363270475,17896492062,1701392909,2534549156
Bangladesh,1985,6595417425,1059114228,2787226463,2905726348,3512604931,18467320207,1683135430,2711321845
Bangladesh,1986,6729943336,1128381764,2786876424,2908748635,4047429418,19357375796,1853382755,2689489889
Bangladesh,1987,7713233131,1226899550,2993666808,3150323027,4818342860,21914728929,2064164014,2941766347
Bangladesh,1988,7928870020,1435733364,3091767232,3284487866,5710404763,23674748198,2144727847,3170524338
Bangladesh,1989,8260485723,1601992867,3352049223,3628109567,6518818384,25718161379,2295477483,3413277355
Bangladesh,1990,8540695043,1642028683,3629842497,4158419692,6989482933,27149873429,2240963533,3578283545
Bangladesh,1991,8922602643,1700412297,3869667300,4501371182,7309530675,28934760442,2755181955,3745661690
Bangladesh,1992,8713488890,1811569351,4123668110,4853795102,7584833072,29653055535,2879430460,3809938660
Bangladesh,1993,8010082579,1904276535,4548053400,5362464154,8244063921,30512804685,3019592652,3972324845
Bangladesh,1994,8326498852,2068997803,4968499352,5834490247,8837046280,32489218996,3153954607,4268231207
Bangladesh,1995,9592431263,2407275279,5575207935,6521846265,9571973606,36356532760,3357935624,4905070722
Bangladesh,1996,9807157705,2631778652,5894386940,6868207012,10258488615,38195759448,3465339921,5164787544
Bangladesh,1997,10181259015,2772593613,6165230244,7157185158,10572969455,39490668588,3550546540,5256114808
Bangladesh,1998,10448655601,2954611973,6666403491,7646029578,10897769924,41059359194,3569143462,5543148656
Bangladesh,1999,11301833132,3183207227,6678727279,7677904224,11519433477,43173937668,3675492102,5816067507
Bangladesh,2000,11193754195,3379600447,6681240211,7713696660,11917973470,43872897555,3786491929,5881380853
Bangladesh,2001,10578879465,3464532314,6851188627,7923856170,11864084339,43901421574,3965225182,6104844105
Bangladesh,2002,10347636816,3655092593,7221634881,8368228303,12342471669,45523320896,4409152156,6400739359
Bangladesh,2003,10843827451,3957968043,7878360875,9133527681,13504754253,49849131660,5350331659,7058722574
Bangladesh,2004,11292135469,4267428260,8658124413,10013802386,14538033155,53679873988,5787743476,7780731242
Bangladesh,2005,11134247069,4517634184,9139982566,10531316518,14936821319,55278650375,5952200051,8206431233
Bangladesh,2006,12618688518,4326606857,10710943971,12533272534,20612873230,66384815839,6745251565,9548123136
Bangladesh,2007,14214225434,4865722079,12719514917,14692048443,23315396217,75987143352,7714308011,11185443168
Bangladesh,2008,16125915703,5617138332,14777485294,17044393609,26557475388,87298113546,8691195223,13261995291
Bangladesh,2009,17468356081,6399347809,16830630194,19434141636,29968467129,97759085194,9731403283,14757369258
Bangladesh,2010,19467678243,7103288320,18460058519,21473814941,33393203927,1.09E+11,11551330685,16315169513
Bangladesh,2011,20761377919,7696527692,19756973476,23235984270,35289120784,1.17E+11,12753612830,17472151947
Bangladesh,2012,20852779946,8343779861,20513321143,24280582142,36769365438,1.22E+11,13767241657,17975387435
Bangladesh,2013,23782932935,10554249129,25239313071,29828405955,44810423025,1.46E+11,15912337050,21233793965
Bangladesh,2014,26567756102,11699118029,28750212650,33835192540,51617147164,1.65E+11,17299608918,23906122259
Bangladesh,2015,28747900948,13917665539,32648260905,38260273098,58585659106,1.88E+11,21847152586,26622390091
Bangladesh,2016,30944565592,16064512397,37520207272,44183193949,67329376886,2.09E+11,21507580601,29409416859
Bangladesh,2017,32947961177,18164068291,42496164467,50001428645,75367718535,2.32E+11,23257237370,32730525392
Bangladesh,2018,35252568494,20350153248,48420113857,56593458089,82104466750,2.55E+11,24516510312,36175756542
Barbados,1970,15338369.99,18983295.99,22560307.99,25630810.49,81765434.46,207574656.4,11986051.49,53870693.97
Barbados,1971,14781165.88,20856434.44,26625216.44,29909156.54,94103454.92,235087907.4,13631640.63,61806054.95
Barbados,1972,17740908.87,22498855.98,31621071.65,35297357.45,107271924.3,268817823,15758985.05,70249790.82
Barbados,1973,23062655.35,25222849.12,39712944.26,43859931.72,132741888.4,332796161.3,19647927.97,88260908.2
Barbados,1974,29157807.67,31967083.03,54159898.63,58787565.18,161173076.7,408472752.2,22516425.58,104870794.1
Barbados,1975,40476790.84,28562982.35,63163961.97,68351103.62,172951811.9,449083219.8,26471202.24,112269327.9
Barbados,1976,33560877.5,34623820,75199326.5,80997778.5,195716926.5,510707441.5,29636886,136171153
Barbados,1977,40072037.5,37426107.5,90984091,98565532,202082123,569200413,31863628.5,159190984
Barbados,1978,40072037.5,46767066,99674579,108490817.5,213731924,628733476,34037353.5,185634277
Barbados,1979,48025266.5,54862563.5,120868729,131380327,253026588,762567828.5,37165397,238107686
Barbados,1980,66553667.5,73606754,162724958,180741698.5,319019841,982241844,46072368,296247515.5
Barbados,1981,56328088,86123638.5,168223022,189175291.5,378883858,1110051903,59909984,339631042.5
Barbados,1982,53356551.5,76035403,182234217,206671634,433515726.5,1182862131,71467839,341814975.5
Barbados,1983,59212225.5,82511801,211675463,240080414.5,456266445,1253263560,81700252,333492421
Barbados,1984,60829091,80954975,234199789.5,272612129.5,483329768,1353811263,90660241,365425058.5
Barbados,1985,60304702,73419935,205467971.5,245533954,529969278,1406380013,98082717,399069426.5
Barbados,1986,63931724,81826797.5,203339688.5,241107057,558893763.5,1475214661,104709927.5,424745391.5
Barbados,1987,74987586,89860022,198285017,240407036.5,576271784.5,1573170924,119501861.5,472142633
Barbados,1988,75555674,106051017,213005639.5,256849374.5,631835022,1699757676,120138073.5,509328513.5
Barbados,1989,65635987.5,122491104,206886826.5,254064539.5,730957282.5,1859443710,120774286,565520511
Barbados,1990,69700000,120747458.5,210700000,258300000,755002700.5,1880896221,129628239.5,547517823
Barbados,1991,70250000,100807050.5,198950000,253100000,766161566.5,1855190678,142115827,522756234
Barbados,1992,67250000,70067681,172450000,228700000,778713138,1770280691,137616251,487933621
Barbados,1993,66800000,76848424,173700000,226700000,798718443.5,1837057040,140750787,527239385
Barbados,1994,52800000,84884860.5,170450000,226100000,845956464.5,1928586049,149901610.5,568943113
Barbados,1995,71400000,96537693.5,178100000,237100000,864157485.5,2026687844,167697687,589794977.5
Barbados,1996,79250000,103870942,187650000,251200000,938881987.5,2178392486,177809094,627380462.5
Barbados,1997,67150000,135012133.5,200150000,268650000,983709142.5,2298225274,189841668.5,653862330
Barbados,1998,56500000,151838422.5,223700000,291150000,1125604223,2514001970,174472330,714436995
Barbados,1999,69300000,156911423,226500000,297800000,1189780826,2644716625,197981351.5,732943024.5
Barbados,2000,61050000,156158007,236900000,312850000,1214421481,2737023453,214665173,777878792
Barbados,2001,64700000,139181035,238050000,310200000,1241833497,2722295291,222855413,743525345.5
Barbados,2002,58700000,141943560,234100000,306650000,1309329527,2818970283,246414991.5,755932205
Barbados,2003,63500000,147418382,259650000,357300000,1297130850,2902712126,260318176.5,777044717.5
Barbados,2004,56600000,164947859.5,267650000,343850000,1367916030,3109038400,362241160,813483350
Barbados,2005,60600000,209047804.5,267950000,359150000,1525648656,3418365619,367549649,896369510
Barbados,2006,61300000,275700000,325250000,408500000,1698750000,3804150000,417500000,942400000
Barbados,2007,61200000,279050000,322000000,409400000,1776100000,4117700000,534200000,1057750000
Barbados,2008,56600000,292200000,343200000,432300000,1853950000,4252450000,524800000,1092600000
Barbados,2009,63050000,268250000,313550000,420050000,1858900000,4049200000,474200000,964750000
Barbados,2010,58800000,254650000,264000000,381850000,1857250000,4016200000,493250000,970400000
Barbados,2011,57100000,266500000,286200000,409450000,1856000000,4082200000,518150000,975000000
Barbados,2012,61350000,269800000,260950000,384250000,1857300000,4040450000,527750000,940000000
Barbados,2013,66500000,266250000,274250000,392650000,1934450000,4163650000,494350000,1009450000
Barbados,2014,63600000,267650000,261900000,382700000,1933800000,4143450000,505950000,989750000
Barbados,2015,61650000,265950000,257100000,378200000,1983150000,4185250000,514650000,981650000
Barbados,2016,62500000,244200000,256200000,373950000,1983500000,4241500000,557000000,1020350000
Barbados,2017,64650000,245250000,266400000,392800000,2009900000,4327600000,540700000,1074300000
Barbados,2018,66130340.5,264896720.5,273130456.5,401067153,2094039165,4468014710,564770227,1077111105
Belarus,1990,4304808533,1521902006,6957266315,7479061289,2913355270,18349789907,1217521605,913141203.9
Belarus,1991,3905811665,1456404350,7546822539,8010223923,3221742955,18690522486,970936233.1,1147470094
Belarus,1992,3999866039,1244317424,6663242994,6874469717,2390702457,17086321659,1430580989,1144464791
Belarus,1993,2893551854,1346607303,4598890705,5113970556,4010666446,17285609219,2057591407,1863221652
Belarus,1994,2067467446,859476020.3,3981670554,4463061610,3449776191,14840988852,1794885850,2206313218
Belarus,1995,2193323177,761563430.7,3770114909,4120849866,2802342933,13018632109,1689291322,1451260239
Belarus,1996,2198206433,687331426.4,4168766753,4474610874,2844712082,13085521835,1606850958,1273810061
Belarus,1997,1899266572,792275733.2,4168334326,4472054659,2615912465,12486904973,1502234220,1205161324
Belarus,1998,1843496369,902046539.6,4364278278,4654021170,2903923723,13438772909,1499534769,1635750555
Belarus,1999,1547892258,716770027.7,3328979138,3562979270,2218568281,10764099027,1381371409,1336517740
Belarus,2000,1282426245,664748662.7,2460991651,3207555757,1927719920,9177811372,936608850.9,1158751913
Belarus,2001,1290034108,741146071.9,2780200165,3860105561,2609262590,11077239655,1170514453,1406176878
Belarus,2002,1473693505,862484167.3,3396469067,4459222318,3218059923,12877007557,1253166734,1610380904
Belarus,2003,1525310139,1095695392,4026268514,5363479513,3989471969,15477650481,1515805231,1987888232
Belarus,2004,2021131138,1471192036,5639552040,7389364347,5004872873,20302026249,1944132813,2471333042
Belarus,2005,2583866693,2054372023,7446430770,9552781439,6784106950,26513903167,2427433634,3111342424
Belarus,2006,3183663751,2786171555,8987614355,11142580092,8498671704,32706081142,3009353831,4085640204
Belarus,2007,3774578101,3546413932,10968287296,13403090439,10489292506,39833194307,3676871998,4942947331
Belarus,2008,5286238151,5304413584,15472397440,18441770855,12639260199,53143409337,4332952075,7138774465
Belarus,2009,4136451634,4572604707,11424627893,13799678056,11651665424,43961524277,3751345280,6049779177
Belarus,2010,5089011284,5364627280,12883200996,14890760145,13399086456,50225404984,4521587639,6960332180
Belarus,2011,4942142134,4028033155,16319098828,18261419267,12998141706,54486218147,4741038468,9515443416
Belarus,2012,5340889527,4818947094,16278878736,19013526693,13512170294,57610578035,5488342207,9436702219
Belarus,2013,5142742681,7600243242,16612768787,19516931234,17218832546,66565880438,7120243602,9966887133
Belarus,2014,5755758415,8154998837,16619734299,19728296053,18673702264,69618970076,6996993135,10309221372
Belarus,2015,3547170688,4426012284,11654691258,14030357446,14176285532,48956009303,5452019692,7324163660
Belarus,2016,3290696775,2711103620,9617349439,12063344569,12480558836,41222017031,5035066916,5641246314
Belarus,2017,4140433929,2877730215,11836607570,14390546185,13999879766,47476494754,5921380881,6146523777
Belarus,2018,3819707582,3203145027,12808249050,15586556298,15218341765,51081989751,6742842957,6511396122
Belgium,1970,982886021.7,1749350343,8004310664,8448578349,6987442222,23082186464,1972237231,2941692297
Belgium,1971,1073499109,1919333325,8426553045,8974091184,7865218392,25652395617,2238741361,3581512246
Belgium,1972,1540205563,2297156359,10517675726,11181402883,9974775989,32170221661,2824102701,4352578165
Belgium,1973,1900337317,3007641427,13586758458,14397459411,12967757404,41500520522,3659825293,5567499671
Belgium,1974,1706011383,3728089842,16088225526,17052102186,15071516301,48735870049,4567462136,6610688203
Belgium,1975,1981435953,4446310295,16779271276,18139365608,18714804324,56037988440,5183360555,7572711704
Belgium,1976,2180406666,4929128069,18003463205,19382088835,21716474265,61965462884,5579992368,8177372684
Belgium,1977,2118411221,5879502643,20344977063,21959133192,26172895720,72188100585,6532403093,9525754714
Belgium,1978,2658801501,7046849095,23984935555,25965267673,33524131018,88793823966,8006469231,11592305450
Belgium,1979,2721716585,7801534841,27600615050,29907026377,40192061590,1.03E+11,9382850625,12941381085
Belgium,1980,2874271920,8765811417,26288980281,30486297754,44828606442,1.11E+11,10608620033,13920972777
Belgium,1981,2519771985,6134811342,20213934251,23597499434,41717587025,93535448446,8529113412,11036665247
Belgium,1982,2289001677,5071091176,18565419211,21533695311,37587659155,83576512823,7326280623,9768784882
Belgium,1983,2302347309,4395575754,17705698820,20655814103,34023008808,77778999599,6839911565,9562342060
Belgium,1984,2089779212,3938677263,16755036976,19457103410,34651909856,75795884376,6859271686,8799142948
Belgium,1985,2054334985,4236717100,17794805168,20654538563,35847073264,79479273103,7178490359,9508118830
Belgium,1986,2776924064,5672730855,24758770247,28519766535,52537554763,1.13E+11,9466509177,14384055681
Belgium,1987,3184144128,6814227027,29675340216,34194669715,66450564228,1.41E+11,12123679622,18394198433
Belgium,1988,3347701761,8010440802,33142585709,37852768684,69816416098,1.52E+11,13717844848,19625377382
Belgium,1989,3879757287,8193387189,33695671440,38286394375,68175022041,1.52E+11,13828052892,19378585480
Belgium,1990,4114739038,10305104331,41616044605,47389161713,79063586477,1.84E+11,17508373400,25825215929
Belgium,1991,4179177984,10371602758,39678111321,45605384770,84065361875,1.90E+11,18157442520,27137148419
Belgium,1992,4279512352,11914652139,42930206301,49628242846,96007046824,2.13E+11,20046503867,30684698559
Belgium,1993,3808942490,10819367929,39789606330,46295533539,91715634834,2.00E+11,18777105244,29057825915
Belgium,1994,3890864483,11617529083,43863896483,50967409209,1.01E+11,2.20E+11,21122980045,31025280488
Belgium,1995,3763458760,13740462783,52813903195,61279119690,1.21E+11,2.60E+11,24825308210,35407684068
Belgium,1996,3708587824,12729378527,50724423639,59333496470,1.18E+11,2.50E+11,23313133661,33667056412
Belgium,1997,3388318371,11498383786,46496234933,54482485998,1.05E+11,2.26E+11,21385715103,30068844747
Belgium,1998,3246205511,11521084528,46945732805,54584928991,1.08E+11,2.31E+11,23079509867,30658471770
Belgium,1999,2778312614,11864134238,44678437416,51965888118,1.10E+11,2.30E+11,23173415646,30624083425
Belgium,2000,2777775645,10867874464,41420734736,48050543540,1.01E+11,2.11E+11,20927476101,27144442030
Belgium,2001,2624048107,10764467432,40307558769,46743295362,1.02E+11,2.12E+11,21667188661,28142835411
Belgium,2002,2656906096,11318978999,43190558577,49854799218,1.11E+11,2.30E+11,22942413781,32671446565
Belgium,2003,3267142633,13960861178,51414608729,59753451946,1.36E+11,2.84E+11,28630160048,42446895859
Belgium,2004,3769967654,16299317701,59299944746,68320450976,1.58E+11,3.29E+11,32835298281,49886573169
Belgium,2005,3241182908,16965502661,61192234990,70070263145,1.67E+11,3.44E+11,35033577078,52056658210
Belgium,2006,3700726241,19264349984,61260191371,71043782519,1.78E+11,3.64E+11,37185022722,54298937139
Belgium,2007,4174026107,22839643462,70828694120,81952404578,2.05E+11,4.20E+11,42817950078,62797899095
Belgium,2008,3670269249,26411407517,72096562520,84857544957,2.28E+11,4.60E+11,47663549659,69506016876
Belgium,2009,3105814577,24386416519,62176721354,74765015567,2.20E+11,4.30E+11,45190109151,62408021675
Belgium,2010,3679780909,23468933808,64152206928,77023890891,2.19E+11,4.30E+11,44243193616,62232321236
Belgium,2011,3386921813,26212361563,67573149367,82382382978,2.40E+11,4.67E+11,47720510593,67435387115
Belgium,2012,3876300659,24219266310,62638957729,75390315292,2.32E+11,4.43E+11,44824472329,62768857294
Belgium,2013,3553299308,24846673122,65532096255,78851724086,2.48E+11,4.66E+11,45392661769,65305849262
Belgium,2014,3410369081,25218554948,67180622381,79978428719,2.57E+11,4.78E+11,46256704552,66780744831
Belgium,2015,3172263707,21398334427,58662201842,69505991363,2.22E+11,4.14E+11,40684340267,57135460514
Belgium,2016,3001432042,21978238882,58800259367,69981351436,2.29E+11,4.25E+11,41296514755,59906964149
Belgium,2017,3212361393,22922021847,62972834533,74455252915,2.43E+11,4.50E+11,44211541427,61518595955
Belgium,2018,2712888700,25461024945,66718969795,78201036207,2.64E+11,4.84E+11,47866212000,66066846715
Belize,1970,6026070.545,1149520.9,2197509.404,2531937.335,8523834.349,25315989.36,1595443.608,5489182.619
